,Title,sentiment,sentiment_class,label_encoded
440,Bangladeshi missions asked to celebrate NRB Day in grand manner: Momen,0.5,positive,1
441,Remittance hits 41-month low,0.0,negative,0
442,First migrants in a week land on Italy's Lampedusa,0.25,positive,1
443,Digital Transformation in Bangladesh’s Financial Industry 2023,0.0,negative,0
444,Blender's Choice - The Daily Star OTT & Digital Content Awards 2022,0.0,negative,0
445,The inauguration of South Asia’s first underwater tunnel,0.25,positive,1
446,74th Anniversary of the Founding of the People’s Republic of China,0.0,negative,0
447,Asiamoney Best Bank Awards 2023: Bangladesh,1.0,positive,1
448,Climate Justice Idea Competition 2023,0.0,negative,0
449,Celebrating One Year Of The Padma Bridge,0.0,negative,0
450,125th Anniversary of Philippine Independence and Nationhood,0.0,negative,0
451,Humans of Climate Change,0.0,negative,0
452,Celebrating World Milk Day 2023,0.0,negative,0
453,Navigating higher education abroad,0.25,positive,1
454,Climate resilience through local empowerment,0.0,negative,0
455,Invest in the future by focusing on education,0.0,negative,0
456,Schools of excellence - Places for your children to thrive,0.0,negative,0
457,Celebrating women transforming aquaculture in Bangladesh,0.0,negative,0
458,Asia Money: Best Bank Awards 2022,1.0,positive,1
459,Battle for Asian Supremacy - Asia Cup 2022,0.0,negative,0
460,"Micro, Small, and Medium-Sized Enterprises Day 2022",-0.25,negative,0
461,The Daily Star Plus on Padma Bridge,0.0,negative,0
462,Unsung Women Nation Builders Awards 2022,0.0,negative,0
463,Prioritise hygiene in light of coronavirus pandemic,0.4,positive,1
464,B-SkillFUL: Shaping the Labour Market and Promoting Skills Development,0.0,negative,0
465,Bloodbath on Road 32,0.0,negative,0
466,Basking in the GLORY OF SUCCESS,0.3,positive,1
467,Want to know Switzerland? Start by its cuisine,0.0,negative,0
468,Discovering Switzerland and Bangladesh: Two different perspectives,0.0,negative,0
469,Swiss companies have long standing investments in crucial sectors,-0.025,negative,0
470,Making a difference in delivering public services,0.0,negative,0
471,FOURTH OF JULY AND MAIN STREETS,0.08333333333333333,negative,0
472,"3, 2, 1: Bangladesh is Taking Off",0.0,negative,0
473,Peace and Tolerance: Challenges and Way Forward,0.0,negative,0
474,Celebrating the French National Day with Bangladesh,0.0,negative,0
475,Rethinking urban spaces: Dhaka and beyond,0.0,negative,0
476,Dairy industry in Bangladesh: Prospects and roadblocks,0.0,negative,0
477,Why we need to talk about mental health and menstruation,-0.1,negative,0
478,DIGITAL TRANSFORMATION IN HIGHER EDUCATION - PRIVATE UNIVERSITY OF THE FUTURE,0.0625,negative,0
479,Winning the fight against corrosion,0.5,positive,1
480,What you should know about corrosion,0.0,negative,0
481,7 years of war crimes trial,0.0,negative,0
482,Private Universities And The Growth Of Higer Education,0.0,negative,0
483,The State of the world's children 2016,0.0,negative,0
484,24th Anniversary of The Daily Star (Part-1),0.0,negative,0
485,24th Anniversary of The Daily Star (Part-2),0.0,negative,0
486,24th Anniversary of The Daily Star (Part-3),0.0,negative,0
487,23rd Anniversary 2014 - Challenges of Moving Forward,0.0,negative,0
488,"23rd Anniversary 2014 - Economy, Investment and Business",0.0,negative,0
489,"23rd Anniversary 2014-Governance, Rule of Law and security",0.0,negative,0
490,65th Founding Anniversary of the Peoples Republic of China,0.0,negative,0
491,Bangladesh Business Award 2013 DHL The Daily Star,0.0,negative,0
492,Coats Bangladesh: Celebrating 25 Years Of Partnership,0.0,negative,0
493,Energy Efficiency Improvement In Rice Parboiling Sector,0.0,negative,0
494,International Conference on “The Great War and English Studies”,0.26666666666666666,positive,1
495,"Study Abroad: right information, right decision",0.2857142857142857,positive,1
496,World Telecommunication and Information Society Day 2014,0.0,negative,0
497,The Daily Star Bangla,0.0,negative,0
498,"On December 5, at the southern gate of Baitul Mukarram.Rally",0.0,negative,0
499,Violation of Code of Conduct: Shamim Osman Mourning,0.0,negative,0
500,Violation of Code of Conduct: Shamim Osman's votes for votes in the neighborhood,0.0,negative,0
501,'Hello I'm SP guys' cheating arrest,-0.05,negative,0
502,There are 120 women candidates across the country,0.0,negative,0
503,Ranga nomination is valid announced after several hours of suspended,0.0,negative,0
504,Awami League nomination is deprived of 20 parliamentarians independent candidate,0.0,negative,0
505,Sunamganj and Mymensingh as the Deputy Commissioner of the Sunamganj and Mymensingh.,0.0,negative,0
506,"Fire on Khagrachari, the death of the burnt helper after 5 days",0.0,negative,0
507,The government could not implement the cyber security agency in 5 years of formation,0.0,negative,0
508,Do not give the Internet connection to Starlink in Gaza without Israel approval,0.0,negative,0
509,Metropolitan Secretary of Gazipur Jamaat,0.0,negative,0
510,Pressing Facebook Like-comment button will not come victory: Nurul Haque Noor,0.0,negative,0
511,Japa leader Rafiqul has submitted nominations from the grassroots BNP,0.0,negative,0
512,BNP leader arrested on the way to the rally on October 26 died at Kashimpur Jail,-0.1,negative,0
513,India-Pakistan in practice before the much-awaited fight,0.0,negative,0
514,Matoyara Shakib in the joy of the rest of the practice,0.8,positive,1
515,"The first four of the World Cup, the first six, the first wicket",0.25,positive,1
516,Toss starts with the fury of the World Cup field fight,0.0,negative,0
517,The World Cup begins with 'Captain Day',0.0,negative,0
518,"Someone is catching fish on the streets of Chittagong, some are swimming",0.6,positive,1
519,Flood,0.0,negative,0
520,DHEU unveils trendy winter collection with a touch of western fashion,0.3,positive,1
521,Making perfectly spicy peanut butter noodles,1.0,positive,1
522,Does parenthood introduce problems in marriage?,0.0,negative,0
523,Want healthy skin? Consider eating these special foods,0.4285714285714286,positive,1
524,Passion for exploration: My personal journey,0.0,negative,0
525,Start your married life with elegant furnishing,0.375,positive,1
526,Beyond gender norms: Nurse Hochemin Islam's stand for transgender equality,0.0,negative,0
527,Embracing facial hair: The significance of No-Shave November,0.0,negative,0
528,"Destination diaries: Unveiling the charms of New York, Toronto, and London",0.13636363636363635,negative,0
529,Aarong Earth Essential Oils: Your personal nature retreat in a bottle,0.0,negative,0
530,Moner Bondhu spearheads training under UNDP’s pioneering initiative,0.0,negative,0
531,Climb every mountain or ride every wave? The ultimate traveller’s dilemma!,0.0,negative,0
532,Is your relationship healthy or overly possessive?,0.5,positive,1
533,Why millennials find traditional grocery runs a chore,0.0,negative,0
534,Rollercoaster romance: Navigating love's emotional highs and lows,0.25,positive,1
535,Urban tales: Asia's 5 most spellbinding streets,0.25,positive,1
536,Why do men keep their guard up?,0.0,negative,0
537,Secrets to youthful skin from the world’s oldest beauty adviser,0.0,negative,0
538,GTA 6 trailer to be released on December 5,0.0,negative,0
539,Dr Razia receives OPCW-The Hague Award as the first Bangladeshi,0.25,positive,1
540,Saiful Islam from Bangladesh qualifies for official Street Fighter 6 tournament,0.0,negative,0
541,ChatGPT turns 1 year old,0.1,negative,0
542,"Meet BharatGPT, the Indian alternative of ChatGPT",0.0,negative,0
543,Here’s how to find your Spotify Wrapped,0.0,negative,0
544,GTA trilogy coming to Netflix on December 14,0.0,negative,0
545,PM to take charge of Science Ministry; Palak to head Posts and Telecom,0.0,negative,0
546,Starlink satellite units to be established on the Gaza Strip with Israeli approval,0.0,negative,0
547,"The 'right-to-repair' movement, explained",0.0,negative,0
548,How to update your birth certificate online,0.0,negative,0
549,Advertising overload in metro rail: a lesson for marketers,0.0,negative,0
550,The curious case of killer robots,-0.1,negative,0
551,How to file your income tax online,0.0,negative,0
552,What is TakaPay card and how does it work?,0.0,negative,0
553,OpenAI likely to deny board seat to Microsoft: report,0.0,negative,0
554,Bangladeshi Sakib Jamal on Forbes 30 under 30 list,0.0,negative,0
555,CrackPlatoon launches commercial EV charging station at Dhaka,0.0,negative,0
556,250cc Bajaj Pulsar N250 launched in Bangladesh,0.0,negative,0
557,Jack Ma launches new pre-packaged food company,0.13636363636363635,negative,0
558,Pathao co-founder Elius’ new startup raises USD 3.8 mln,0.13636363636363635,negative,0
559,Bangladeshi startup Drutoloan raises USD 125k in pre-seed round,-0.2,negative,0
560,Orange Corners Bangladesh hosts investor meet,0.0,negative,0
561,Cybersecurity company EIC selected for Stanford seed program,0.0,negative,0
562,ShareTrip launches ST Pay; gets new round of investment,-0.03181818181818183,negative,0
563,Edtech startup Interactive Cares raises $100k funding,0.0,negative,0
564,Startup Bangladesh to invest Tk 100cr in 46 startups,0.0,negative,0
565,"MySpace, Google+, Vine: How did they die?",0.0,negative,0
566,"How to look for jobs in X, formerly Twitter",0.0,negative,0
567,"Google introduces Lyria, the music-generating AI model",0.0,negative,0
568,Meta unveils new AI-powered creative tools for Facebook and Instagram,0.3181818181818182,positive,1
569,4 websites to track cyclone Midhili,0.0,negative,0
570,"Samsung develops ChatGPT like AI tool that generates texts, images",0.0,negative,0
571,What to do if your Facebook account is hacked?,0.0,negative,0
572,Amazon unveils new AI chip for training AI,0.13636363636363635,negative,0
573,OPPO launches A18 in Bangladesh,0.0,negative,0
574,What is a virtual RAM? Here's the truth,0.0,negative,0
575,Infinix Smart 8 now available in Bangladesh,0.30714285714285716,positive,1
576,Infinix unveils two new laptops in Bangladesh,0.13636363636363635,negative,0
577,Realme GT5 240W: The ultra-fast charging powerhouse,0.0,negative,0
578,Degree or coding skills not a must to get hired by Apple: Tim Cook,0.0,negative,0
579,Things you need to know before buying Intel motherboards,0.0,negative,0
580,How to choose the right Intel motherboard for your PC,0.2857142857142857,positive,1
581,Cybersecurity awareness month: A spotlight on emerging threats and strategies,0.0,negative,0
582,"Here's how you can make audio/video calls on X, formerly Twitter",0.0,negative,0
583,How to avoid 'Your account has been reported' Facebook scam,0.0,negative,0
584,How to speed up your old computer,0.1,negative,0
585,Apple iphone Event in 12 Minutes,0.0,negative,0
586,Developing Games in Bangladesh,0.0,negative,0
587,Augmenting Schools - AR Learning,0.0,negative,0
588,Data Thieves - Stolen Identity,0.0,negative,0
589,iPhone 15 to be released officially on September 12,0.0,negative,0
590,Why should you use eSIM?,0.0,negative,0
591,$5 billion export from ICT industry by 2025?,0.0,negative,0
592,What will solve the complications in e-commerce deliveries?,0.0,negative,0
593,Grameenphone's Club Lumière: Celebrating human stories,0.0,negative,0
594,"Three firms spending Tk 1,000cr on first private submarine cable",0.125,negative,0
595,E-bike rental service Skoot launched in Sylhet,0.0,negative,0
596,What is the election app and how to use it?,0.0,negative,0
597,Farid Islam to represent Bangladesh in Global Esports Games 2023,0.0,negative,0
598,Celebrating digital triumph: e-Commerce Movers Award (eCMA) 2023,0.0,negative,0
599,9 news portals and 8 online newspapers granted registration,0.0,negative,0
600,Sam Altman fires board that fired him,0.0,negative,0
601,"Forbes ranks Beximco, Square Pharma in Asia's Top 200 companies",0.5,positive,1
602,Plastic for bread,0.0,negative,0
603,Dhaka’s air 5th most polluted in the world this morning,0.5,positive,1
604,Dhaka’s air 2nd most polluted in the world this morning,0.25,positive,1
605,Dhaka’s air most polluted in the world Friday morning,0.5,positive,1
606,Two brick kilns demolished in Lalmonirhat,0.0,negative,0
607,Factories dumping wastes in reserve forest,-0.2,negative,0
608,Dhaka air 3rd worst in the world this morning,-0.5,negative,0
609,Bangladesh now has 204 'green' factories in RMG sector,-0.2,negative,0
610,PM conferred Asia Climate Mobility Champion Leader Award,0.0,negative,0
611,COP28: UAE launches new $30 billion climate investment fund,0.13636363636363635,negative,0
612,PM for putting climate change victims in charge of fighting impact,0.0,negative,0
613,CCP28 Climate Summit: Loss and damage fund launched,0.0,negative,0
614,COP28 launches climate 'loss and damage' fund,0.0,negative,0
615,German govt loses key climate case ahead of COP28,-0.09999999999999999,negative,0
616,Pratapnagar’s climate woes never end,0.0,negative,0
617,"Zilla Parishad, Habiganj: Bapa protests move to fell 77 trees",0.0,negative,0
618,What happens at a COP climate summit?,0.0,negative,0
619,Early career job hopping: Why do fresh graduates do it and how is it perceived by employers?,0.2,positive,1
620,University promises permanent campus in 2 years for 10 years in a row,0.0,negative,0
621,BRAC University's move to Merul Badda: Students reflect on Mohakhali memories,0.0,negative,0
622,The Eras experience,0.0,negative,0
623,Is it worthwhile to drop a semester?,0.5,positive,1
624,How to get your HSC answer scripts rechecked [Update 2023],0.0,negative,0
625,JnU gets first female VC,0.125,negative,0
626,Starting a degree in Economics? A teacher tells you what to expect,0.0,negative,0
627,Private Universities Paving the Path for the Bangladeshi Youth,0.0,negative,0
628,When should you pursue a Master’s degree?,0.0,negative,0
629,Everything you need to know about GMAT Focus,0.0,negative,0
630,"South Asia university ranking, 2024: DU ranked 19th, Buet 29th",0.0,negative,0
631,Picking your major: A case for Anthropology,0.0625,negative,0
632,What it takes to get into product management in Bangladesh,0.0,negative,0
633,How to communicate with clients online,0.0,negative,0
634,What you need to know about landing an internship before graduation,0.0,negative,0
635,Transitioning from Classroom to Workplace,0.0,negative,0
636,What beginners should know about competitive programming,0.0,negative,0
637,Skills you need to build a successful career in tech,0.75,positive,1
638,The Case for Science Communication and Science Writing,0.0,negative,0
639,Learning English: A guide that doesn’t involve books,0.0,negative,0
640,"Interview with Arun Rajamani, Managing Director, Cambridge University Press and Assessment, South Asia",0.0,negative,0
641,Exploring the world of literary theory,0.1,negative,0
642,Making our city beautiful,0.85,positive,1
643,In conversation with Professor Imran Rahman,0.0,negative,0
644,"In conversation with Manas Singh, CEO of STS Group",0.0,negative,0
645,In conversation with Team Bangladesh – Battle of Minds 2022,0.0,negative,0
646,Elevating Healthcare: SUB's Department of Public Health hosts successful seminar on professional development,0.2833333333333333,positive,1
647,"NSU's SIPG launches new book on “SDGs in South Asia: A Comparative Study of Bangladesh, Nepal, and Sri Lanka”",0.13636363636363635,negative,0
648,"Masterclass on ""Collaborating with a Film Crew"" held at ULAB",0.0,negative,0
649,MoU signing between IUBAT and HA-MEEM Group,0.0,negative,0
650,AIUB organises conference on English Language and Literature in collaboration with TESOL Society of Bangladesh,0.0,negative,0
651,Unilever Bangladesh celebrates the Grand Finale of the 14th BizMaestros business competition,0.5,positive,1
652,Pearson Edexcel host Principal Network Meet 2023 in Dhaka,0.0,negative,0
653,The implications of grade boundaries on students,0.0,negative,0
654,Why campuses are important for university students,0.4,positive,1
655,What to expect from a Communications degree,0.0,negative,0
656,The importance of counselling in universities,0.0,negative,0
657,"Letters from readers – July 20, 2023",0.0,negative,0
658,The lives of medical students,0.0,negative,0
659,How political instability affects students,0.0,negative,0
660,Why must there be a mandatory minimum university attendance?,0.0,negative,0
661,Was the six-month semester a good idea for private universities?,0.35,positive,1
662,Why there’s a lack of English medium students applying to public universities,0.0,negative,0
663,The BCS obsession of public university students,0.0,negative,0
664,Should menstrual leaves be issued in educational institutions?,0.25,positive,1
665,Are private universities ready for a two-semester system?,0.1,negative,0
666,"Letters from readers – November 23, 2023",0.0,negative,0
667,Returning to Haifa – A tale of despair and hope amid the Palestinian catastrophe,0.0,negative,0
668,Kid who can draw surprised it's not enough for an Architecture degree,0.05,negative,0
669,BBA student mistakes normal human interaction for networking,0.075,negative,0
670,Hell’s Paradise: A fantastic gateway to the world of dark fantasy shounen,0.125,negative,0
671,The Poetry of Streets,0.0,negative,0
672,Mitski's land is inhospitable and so are we,0.0,negative,0
673,NBR working to address limitations,0.0,negative,0
674,"SMART, the benchmark interest rate, rises at fastest pace",0.21428571428571427,positive,1
675,Wheat prices climb after forex shock,0.0,negative,0
676,Banks asked to give default loan info of candidates,0.0,negative,0
677,Imports thru land ports fell 13% in FY23,0.0,negative,0
678,Economy held hostage by ongoing unrest,0.0,negative,0
679,Containerised cargo movement ‘normal’: ICDs,0.15,negative,0
680,Matin Spinning declares 40% cash dividend,0.0,negative,0
681,Forex reserve shrinks by $120m in a week,0.0,negative,0
682,Tax collection falls short of IMF loan condition,0.0,negative,0
683,Airfreight in a downspin due to lower trade,-0.125,negative,0
684,BB withdraws interest rate spread limit,0.0,negative,0
685,DSE gets new director,0.13636363636363635,negative,0
686,"Oil steady; market eyes OPEC+ meet, weak demand indicators",-0.10416666666666667,negative,0
687,ADB to give Bangladesh $1 billion loan for five projects,0.0,negative,0
688,Chinese firms set for best earnings growth in seven years in 2024,0.5,positive,1
689,Bangladeshi couple in US gets recognition,0.0,negative,0
690,Chinese car sales boom in Russia levels off,0.0,negative,0
691,Bangladesh Bank hikes repo rate by 50 basis points,0.0,negative,0
692,India's Tata Technologies' IPO garners bids worth over $18 billion,0.3,positive,1
693,Tesla to invest up to $2 billion for Indian factory,0.0,negative,0
694,Bangladesh makes good progress in protecting IP rights,0.7,positive,1
695,iFarmer strikes deal with Prime Bank,0.0,negative,0
696,E-payment mandatory for depositing VAT of Tk 10 lakh and above,0.0,negative,0
697,Interest rates for NBFIs rise further,0.0,negative,0
698,New Yamaha bikes hit market,0.13636363636363635,negative,0
699,GPH Ispat inks deal with ABC Real Estates,0.2,positive,1
700,National Housing gets BSEC nod for Tk 374cr bond,0.0,negative,0
701,Trade delegation to visit Thailand,0.0,negative,0
702,Is Bangladesh going towards a deep economic crisis?,0.1,negative,0
703,Who will benefit from WTO's duty benefit extension?,0.0,negative,0
704,"How can Bangladesh resolve economic, political problems?",0.1,negative,0
705,Where can the national debit card 'Taka Pay’ be found?,0.0,negative,0
706,Khulna farmers prefer cultivating beans instead of shrimps,0.0,negative,0
707,Knowing what you don’t know,0.0,negative,0
708,Premier Bank opens Gulshan Avenue branch,0.0,negative,0
709,Southeast Bank wins Mastercard Excellence Awards,0.3,positive,1
710,Islami Bank wins Mastercard Excellence Awards,0.3,positive,1
711,MCCI elects new office-bearers,0.13636363636363635,negative,0
712,HC scraps Labour Appellate Tribunal verdict on Grameen Kalyan's profit sharing,0.0,negative,0
713,Aftab Automobiles clocks 300% profit growth,0.0,negative,0
714,"Labour Issues: Govt, businesses play down prospects of US trade penalties",-0.15555555555555559,negative,0
715,HSBC recognised by Euromoney,0.0,negative,0
716,Brac Bank wins Mastercard Excellence Awards,0.3,positive,1
717,From ‘girl next door’ to multifaceted star: 10 years of Safa Kabir,0.0,negative,0
718,Inside Saba's world,0.0,negative,0
719,Dhaka’s burgeoning concert industry: Organisers scramble to find their niche,0.0,negative,0
720,From Santiniketan to ‘Shondhatara’,0.0,negative,0
721,Mahfuz Ahmed’s stunning reincarnation,0.5,positive,1
722,A fire kindles inside Konal,0.0,negative,0
723,Ghaashphoring Choir: A family of harmonies,0.0,negative,0
724,Tanzika Amin’s remarkable return,0.75,positive,1
725,Urbee flies high,0.16,negative,0
726,The future is bright for Roshan,0.35000000000000003,positive,1
727,Sabila Nur's all round brilliance,-0.2,negative,0
728,Sadia aims for the stars,0.0,negative,0
729,The Siam sensation continues,0.0,negative,0
730,Barshon exudes brilliance,0.0,negative,0
731,Not just a public figure,0.0,negative,0
732,Stellar Sadia,0.25,positive,1
733,Fashion designer Paco Rabanne dies at 88,0.0,negative,0
734,Black War: Better than Mission Xtreme?,0.16666666666666669,negative,0
735,Crime and trial,0.0,negative,0
736,‘Animal’ not releasing in Bangladesh today,0.0,negative,0
737,Cox's Bazar Express sets off on first journey,0.25,positive,1
738,EC asks home ministry to transfer all OCs,0.0,negative,0
739,Kissinger should have apologised to people of Bangladesh: Momen,0.0,negative,0
740,For the love of fountain pens,0.5,positive,1
741,‘King’s parties’ rounded up for polls,0.0,negative,0
742,Aamar Bond not IFIC’s,0.0,negative,0
743,A son of the soil,0.0,negative,0
744,Cases under DSA: ‘It feels unreal to be free’,0.4,positive,1
745,Bail hard to come by for BNP ranks,-0.2916666666666667,negative,0
746,72pc of the youth feel unsafe to express opinions: survey,0.0,negative,0
747,Hosting a spooky sleepover with friends,0.0,negative,0
748,World's richest 1pc emit as much carbon as poorest 66pc,0.2,positive,1
749,Raushan won’t run for JS,0.0,negative,0
750,BNP leader Shajahan to contest polls with AL ticket,0.0,negative,0
751,Violation of polls code: AL's Dhaka-19 candidate show-caused,0.0,negative,0
752,Doctors Without Borders targeted by Israel-Hamas war misinformation,0.0,negative,0
753,Curb social media rumors,0.03333333333333333,negative,0
754,Spin doctors go into overdrive ahead of polls,0.0,negative,0
755,"False claims on Israel-Hamas war mushroom online, put focus on Musk's X",-0.4000000000000001,negative,0
756,Photocard with comment of Dr Yunus on Israel is fake,-0.5,negative,0
757,Nobel winner Amartya Sen's daughter denies rumours of his death,0.0,negative,0
758,Photocard with Mirza Fakhrul's comment on Palestine is fake,-0.5,negative,0
759,Fact check: AI doctors on social media spreading fake claims,-0.23333333333333334,negative,0
760,Today's Gallery (2023.12.02),0.0,negative,0
761,Today's Galllery (2023.12.01),0.0,negative,0
762,Today's Gallery (2023.11.30),0.0,negative,0
763,Todayh's Gallery (2023.11.29),0.0,negative,0
764,Today's Gallery (2023.11.28),0.0,negative,0
765,Today's Gallery (2023.11.27),0.0,negative,0
766,Today's Gallery (2023.11.26),0.0,negative,0
767,Today's Gallery (2023.11.25),0.0,negative,0
768,Today's Gallery (2023.11.24),0.0,negative,0
769,Cummins will remember ‘quiet as library’ Ahmedabad crowd in deathbed,0.0,negative,0
770,Akram blames ‘battle of words’ for World Cup disaster,0.0,negative,0
771,Disney says 518 mln Indian users watched cricket World Cup on TV,0.0,negative,0
772,Shami tells ex-Pakistan players to ‘mend their ways’,0.0,negative,0
773,"Record 1.25 million fans attended World Cup 2023, says ICC",0.0,negative,0
774,Five risky calls that won Australia a World Cup,0.0,negative,0
775,How keeping a cool Head paid off,0.35,positive,1
776,India the ‘real chokers’?,0.2,positive,1
777,India clinch T20 series v Australia to soothe World Cup wound,0.0,negative,0
778,No Shakib or Liton in IPL draft,0.0,negative,0
779,Taijul’s ‘regret’ after ODI exclusion,0.0,negative,0
780,Patel praises Bangladesh spinners,0.0,negative,0
781,Australia opt to bowl against India in 4th T20,0.0,negative,0
782,Fellaini’s emotional farewell to China,0.0,negative,0
783,"Onana among Premier League's best goalkeepers, insists Ten Hag",0.5,positive,1
784,Quarters lineup locked in after Kings-Ctg Abahani stalemate,0.0,negative,0
785,Tahura brace helps Bangladesh to 3-0 win over Singapore,0.8,positive,1
786,Kyrgios thanks 'big supporter' Murray,0.1,negative,0
787,Nadal to return in Brisbane,0.0,negative,0
788,Youth Group win Standard Chartered Cup 2023,0.4,positive,1
789,KSRM 9th Golf Tournament held in Chattogram,0.0,negative,0
790,'Special feeling' to win Davis Cup for Italy: Sinner,0.5785714285714286,positive,1
791,Sinner steers Italy to Davis Cup glory over Australia,0.0,negative,0
792,Bagnaia retains MotoGP world title,0.0,negative,0
793,'I take responsibility' for Serbia defeat: Djokovic,0.0,negative,0
794,Bangladesh suffer crushing 137-run defeat against England,0.4,positive,1
795,Death or glory? World Cup anchors changing game of ODI,-0.4,negative,0
796,Hadudu for above 60-year-olds in Manikganj,0.0,negative,0
797,Bangladesh gear up for Asia Cup Super 4,0.3333333333333333,positive,1
798,Bangladesh’s Asia Cup mission gets underway with Sri Lanka encounter,0.0,negative,0
799,Morsalin screamer rescues draw against Lebanon,0.0,negative,0
800,Captains’ photoshoot ahead of blockbuster final,0.0,negative,0
801,Tendulkar gives 'pep talk' to Afghanistan team,0.0,negative,0
802,Shakib stumped by 'worst' World Cup display,-1.0,negative,0
803,Afghanistan’s win for the ages in pictures,0.8,positive,1
804,Shakib trains in Mumbai but will he lead against the Proteas on Tuesday?,0.0,negative,0
805,Tigers start training in Pune ahead of India clash,0.0,negative,0
806,"Soumya picked for NZ tour for his experience, says Bashar",0.0,negative,0
807,West Indies' cricketer Dowrich announces international retirement at 32,0.0,negative,0
808,Players approached to fix matches in India's I-League,0.0,negative,0
809,Bangladesh need three wickets on final day,0.0,negative,0
810,"Liverpool power into last 16, Brighton reach knockouts",0.0,negative,0
811,Kings’ boss Hasan to act as PLMC chairman,0.0,negative,0
812,Can Tigers cash in this time?,0.0,negative,0
813,Dominica pull out of hosting T20 World Cup games,0.0,negative,0
814,‘Clinical’ Shanto puts Tigers in command,0.0,negative,0
815,"India's Rohit, SKY and Rahul skippers for South Africa series",0.0,negative,0
816,Pakistan gunmen kill policeman guarding polio vaccination team,0.0,negative,0
817,"India's borders with Bangladesh, Pakistan to be completely secure in 2 years: Amit Shah",0.4,positive,1
818,"El Candidate Mustafiz, Supporters 'Attack' Youth",0.0,negative,0
819,Justice Shahabuddin Ahmed Park becomes Bangladesh's first free Bangla book reading destination,0.325,positive,1
820,How independent learning can enhance the academic performance of university students,0.0,negative,0
821,Making a study playlist that works for you,0.0,negative,0
822,Albums that feel like a goodbye,0.0,negative,0
823,Paving the way for inclusivity,0.0,negative,0
824,Finding nutritional food on campus remains a challenge,0.0,negative,0
825,Internships can help high school students prepare for a brighter future,0.08,negative,0
826,A guide to your first visit to the gynaecologist,0.25,positive,1
827,“Teaching Literature and Interdisciplinarity”: int’l conference at EWU explores the importance of language and literature,0.0,negative,0
828,Experiencing Bangla literature as someone bad at Bangla,-0.6999999999999998,negative,0
829,Kinds of toxic masculinity you might not know about,0.0,negative,0
830,Are you the micromanager in your group project?,0.0,negative,0
831,The lingering effects of familial unemployment on young people,0.1,negative,0
832,Managing friendships in an open-credit system,0.0,negative,0
833,UCB commemorates graduates at Monash College graduation convocation 2023,0.0,negative,0
834,Reuniting with your long-distance friends,0.0,negative,0
835,How academic writing took a toll on my creative writing skills,0.25,positive,1
836,Morocco: a timeless wonder,0.0,negative,0
837,Meghalaya land of majestic waterfalls,0.0,negative,0
838,Around the world on a Vespa: The ‘no-plan’ nomadic life,0.0,negative,0
839,The Galapagos: The land of evolution,0.0,negative,0
840,The yellow days in Hanoi,0.0,negative,0
841,Lobhachhara and the great Nanka,0.8,positive,1
842,Dzo Zongo East Mission accomplished,0.2,positive,1
843,Two six thousanders in two days,0.0,negative,0
844,A memorable journey to Nafakhum,0.5,positive,1
845,American Wilderness A Climb in the Rockies,0.0,negative,0
846,Nilgiri: the land of clouds,0.0,negative,0
847,Kashmir a heaven on earth,0.0,negative,0
848,Amazing Zhangjiajie Exploring the Avatar Mountains,0.6000000000000001,positive,1
849,"Boi Para, Rain, and the Smell of Old Books",0.1,negative,0
850,Chadar trek: walking on a frozen river,0.0,negative,0
851,The treasures of Buran Island,0.0,negative,0
852,Jerusalem the land of Abrahamic religions,0.0,negative,0
853,Mystical Spiti Valley: A road trip to remember,0.0,negative,0
854,Featured,0.0,negative,0
855,Brushstrokes of solidarity: Fundraiser exhibition sheds light on war-torn Palestine,0.4,positive,1
856,Marking two decades of ‘Kal Ho Naa Ho’s’ exuberance,0.0,negative,0
857,Universities offer courses on Taylor Swift's influence on music and culture,0.0,negative,0
858,Swagata to take director’s chair,0.0,negative,0
859,Mondera ready for silver screen,0.2,positive,1
860,Daraz presents A Peek Inside with Sadi ft.Xefer,0.0,negative,0
861,Daraz presents A Peek Inside with Sadi ft. Yash Rohan,0.0,negative,0
862,Daraz presents A Peek Inside with Sadi - Pritom Hasan,0.0,negative,0
863,Moments from the country's premiere OTT event,0.0,negative,0
864,Farooki gets emotional as his colleagues praise ‘Autobiography’,0.0,negative,0
865,Anya Taylor-Joy and Chris Hemsworth clash in 'Furiosa' trailer,0.0,negative,0
866,I was touched to see the fan in a wheelchair: Mehazabien Chowdhury,0.0,negative,0
867,China is interested in releasing Bangla films: Raihan Rafi,0.25,positive,1
868,Preparing myself for one and a half months: Azmeri Haque Badhan,-0.16666666666666666,negative,0
869,Ranveer Singh honours 'idol' Johnny Depp while receiving award from Sharon Stone,0.0,negative,0
870,Taylor Swift's publicist debunks secret marriage rumours,-0.4,negative,0
871,Beyoncé and Taylor Swift shine at ‘Renaissance’ premiere,0.0,negative,0
872,Jungkook and Usher take music charts by storm with their collaborative remix,0.0,negative,0
873,RTV announces winner of ‘Young Star Season 2’,0.1,negative,0
874,'Sadhu Mela’: A celebration of cultural diversity,0.1,negative,0
875,Tina Knowles criticises online hate over Beyoncé's platinum hair,-0.8,negative,0
876,2023 MAMA Awards: BTS wins Worldwide Fans' Choice and Icon of the Year,0.3,positive,1
877,Bangladesh Group Theatre Federation celebrates 43rd anniversary,0.0,negative,0
878,Baggat to Honor Mancha Sarathi Ataur Rahman,0.0,negative,0
